ID,Quantity_Sold_(kilo)
34588,6.157
34589,8.0
34590,9.324
34591,29.401
34569,3.0
34581,0.491
34592,31.0
34567,8.0
34566,4.0
34568,29.0
34544,14.81
34545,17.332
34546,5.539
34547,0.191
34548,44.847
34549,91.874
34551,5.621
34552,36.0
34553,0.251
34554,15.202
34550,0.395
34556,39.614
34555,9.0
34564,9.0
34563,8.0
34562,22.0
34561,15.0
34565,9.0
34559,74.0
34558,63.0
34557,12.0
34560,31.0
34626,12.027000000000001
34619,1.0
34620,11.0
34621,2.0
34622,0.195
34639,10.0
34623,5.162
34624,8.23
34625,7.0
34627,5.508
34618,9.0
34629,34.119
34630,14.0
34631,50.0
34632,44.0
34633,14.0
34634,1.0
34635,3.526
34636,10.0
34637,5.541
34638,14.0
34628,9.202
34617,5.0
34609,51.0
34615,7.0
34593,11.458
34594,5.341
34595,3.529
34596,8.407
34597,2.249
34598,29.115
34599,53.133
34600,5.873
34601,20.0
34602,6.268
34616,6.0
34604,37.263
34605,16.0
34606,6.927
34607,7.689
34608,71.0
34610,24.0
34611,11.0
34612,16.0
34613,2.0
34614,12.0
34603,5.0
34672,10.793
34671,6.0
34670,5.87
34665,17.0
34668,1.374
34667,15.0
34666,2.0
34673,5.734
34669,5.09
34674,9.241
34679,20.0
34676,4.0
34677,39.0
34678,30.0
34680,4.165
34681,15.0
34682,2.513
34683,0.679
34684,28.0
34664,5.0
34675,38.706
34663,22.0
34661,9.0
34640,8.522
34662,6.0
34641,3.8289999999999997
34642,16.009
34643,4.884
34644,32.882
34645,5.0
34647,10.0
34648,6.256
34649,10.0
34650,36.061
34646,4.17
34652,8.382
34651,20.0
34659,6.0
34658,8.0
34657,18.0
34660,28.0
34655,19.0
34654,40.0
34653,70.0
34656,12.0
34717,3.392
34709,3.0
34710,19.0
34711,0.33599999999999997
34712,0.718
34713,5.168
34714,4.966
34715,3.0
34716,11.378
34718,3.057
34708,11.0
34720,5.0
34721,13.0
34722,12.0
34723,16.0
34724,2.677
34725,12.0
34726,5.661
34727,5.09
34728,12.0
34719,24.296
34707,5.0
34703,3.0
34705,7.0
34686,6.629
34687,2.803
34688,22.83
34689,3.238
34690,5.0
34691,6.614
34692,4.0
34693,21.118
34694,10.0
34685,6.7170000000000005
34696,41.0
34695,5.917
34704,32.0
34702,4.0
34701,7.0
34706,11.0
34699,7.0
34698,17.0
34697,32.0
34700,29.0
34751,4.0
34752,21.0
34753,0.191
34754,0.661
34755,2.8890000000000002
34756,3.926
34757,3.0
34758,2.961
34759,2.516
34761,21.354
34762,2.0
34763,35.0
34765,21.0
34766,1.904
34767,3.0
34768,4.009
34769,4.861
34750,3.0
34770,10.0
34760,3.712
34764,20.0
34749,1.0
34747,22.0
34748,4.0
34729,4.99
34730,5.067
34731,0.889
34732,20.487
34734,15.0
34735,5.022
34736,6.0
34737,10.297
34733,3.315
34739,1.042
34738,5.0
34745,5.0
34744,9.0
34743,7.0
34746,1.0
34741,29.0
34740,40.0
34742,12.0
34801,6.165
34794,12.0
34812,12.0
34796,10.0
34797,0.18
34798,1.536
34799,6.59
34800,8.0
34802,2.39
34793,1.0
34804,11.571
34805,39.0
34806,19.0
34807,15.0
34808,1.653
34809,6.0
34810,3.956
34811,3.869
34803,2.6870000000000003
34792,14.0
34795,1.0
34790,1.0
34791,2.0
34771,5.05
34772,4.666
34773,1.963
34774,15.86
34776,10.0
34777,2.0
34778,1.0
34779,3.696
34775,3.064
34781,5.842
34782,48.0
34783,26.0
34784,16.0
34785,11.0
34786,11.0
34787,3.0
34788,10.0
34780,9.0
34789,14.0
34845,6.0
34844,4.818
34843,1.8010000000000002
34842,0.646
34838,12.0
34840,30.0
34839,8.0
34846,7.0
34841,0.749
34847,3.203
34858,4.585
34849,5.6770000000000005
34850,21.042
34851,4.0
34852,21.0
34853,18.0
34854,18.0
34855,1.913
34856,7.0
34857,5.436
34859,13.0
34848,5.211
34836,16.0
34837,5.0
34834,8.0
34835,10.0
34813,6.736
34814,0.251
34815,6.193
34816,2.936
34817,20.241
34819,7.076
34820,1.7229999999999999
34821,4.0
34822,6.517
34818,2.4040000000000004
34824,6.158
34825,41.0
34826,26.0
34827,12.0
34828,6.0
34829,17.0
34830,2.0
34831,7.0
34832,3.0
34823,15.0
34833,13.0
34894,11.0
34893,4.0
34892,4.874
34891,6.638
34886,22.0
34889,0.356
34888,40.0
34887,1.0
34895,10.453
34890,1.399
34896,5.971
34907,1.0550000000000002
34898,31.261
34899,2.0
34900,22.0
34901,45.0
34902,22.0
34903,8.0
34904,2.358
34905,6.0
34906,4.948
34908,18.0
34897,3.101
34885,7.0
34882,3.0
34883,5.0
34884,25.0
34860,13.34
34861,6.0920000000000005
34862,8.744
34863,1.762
34864,38.352
34865,0.889
34867,15.0
34868,8.395
34869,1.3130000000000002
34870,22.323
34866,3.334
34872,16.421
34871,23.0
34880,7.0
34879,9.0
34878,9.0
34877,24.0
34881,32.0
34875,21.0
34874,55.0
34873,94.0
34876,13.0
34942,10.133
34934,24.0
34935,3.0
34936,41.0
34937,1.597
34938,11.311
34939,4.381
34940,4.0
34941,6.0
34943,7.609999999999999
34954,6.237
34945,23.816
34946,5.0
34947,53.0
34948,47.0
34949,21.0
34950,2.0
34951,2.112
34952,2.0
34953,6.56
34933,6.0
34944,4.7330000000000005
34932,31.0
34929,41.0
34930,5.0
34931,14.0
34910,6.71
34911,4.37
34912,6.445
34913,33.9
34914,5.026
34915,35.0
34916,11.649
34917,0.727
34918,17.097
34909,7.718999999999999
34920,16.926
34919,12.0
34927,8.0
34926,15.0
34925,26.0
34928,6.0
34923,18.0
34922,41.0
34921,85.0
34924,11.0
34983,4.0
34977,8.0
34978,2.0
34979,3.0
34980,0.613
34981,0.227
34982,5.2379999999999995
34984,5.0
34989,7.0
34986,3.071
34987,16.747
34988,17.0
34990,15.0
34991,0.843
34992,3.572
34993,11.065
34976,4.0
34985,4.277
34975,3.0
34955,1.0070000000000001
34973,19.0
34974,1.0
34956,3.185
34957,3.792
34958,7.61
34959,2.3529999999999998
34961,22.068
34962,3.46
34963,2.511
34960,1.225
34965,5.0
34964,0.702
34971,18.0
34970,14.0
34969,20.0
34972,6.0
34967,37.0
34966,8.029
34968,47.0
35024,3.5060000000000002
35017,2.0
35018,4.0
35019,28.0
35020,0.395
35021,9.687
35022,6.0
35023,3.0
35025,3.698
35034,17.241
35027,22.99
35028,17.0
35029,24.0
35030,15.0
35031,0.354
35032,4.0
35033,6.258
35016,3.0
35026,5.85
35014,6.0
35015,6.0
34999,19.307
35013,12.0
34994,8.563
34995,2.4
34996,6.4670000000000005
34997,1.425
34998,2.519
35000,0.688
35001,4.951
35003,0.113
35002,4.562
35005,13.908999999999999
35006,49.0
35007,63.0
35008,8.0
35009,11.0
35010,18.0
35011,8.0
35012,5.0
35004,8.0
35062,0.33199999999999996
35064,11.666
35063,0.202
35061,8.0
35057,7.0
35059,6.0
35058,21.0
35065,5.357
35060,1.0
35066,5.0
35076,19.0
35068,2.125
35069,14.432
35070,21.0
35071,19.0
35072,2.505
35073,2.0
35074,1.072
35075,17.244
35067,3.6310000000000002
35056,6.0
35035,1.7730000000000001
35054,3.0
35055,26.0
35036,7.198
35037,4.3790000000000004
35038,2.684
35039,0.659
35041,1.491
35042,0.025
35043,5.164
35044,10.419
35040,17.636
35046,6.227
35045,12.0
35052,5.0
35051,14.0
35050,11.0
35053,4.0
35048,36.0
35047,46.0
35049,9.0
35107,6.062
35100,6.0
35101,1.0
35102,2.0
35103,0.344
35104,3.938
35105,1.931
35106,3.0
35108,6.3870000000000005
35099,25.0
35110,28.277
35111,21.0
35112,32.0
35113,1.006
35114,3.0
35115,5.251
35116,3.9610000000000003
35117,15.0
35109,4.365
35098,7.0
35077,4.253
35096,16.0
35078,7.3
35079,5.239
35080,1.5659999999999998
35081,1.686
35082,22.111
35083,3.511
35084,6.529
35085,11.451
35086,13.0
35097,8.0
35088,43.0
35089,36.0
35090,19.0
35091,11.0
35092,12.0
35093,5.0
35094,5.0
35095,5.0
35087,8.674
35147,11.719
35146,3.0
35145,1.526
35141,2.0
35143,0.359
35142,17.0
35148,10.159
35144,1.051
35149,2.882
35153,6.0
35151,30.0
35152,23.0
35154,1.0
35155,1.562
35156,4.0
35157,5.662
35158,6.814
35140,1.0
35150,45.304
35159,23.0
35139,13.0
35137,6.0
35138,18.0
35118,8.612
35119,6.92
35120,7.816
35121,2.718
35122,3.217
35124,2.93
35125,13.059000000000001
35126,12.852
35123,18.956
35128,10.997
35127,24.0
35135,9.0
35134,14.0
35133,13.0
35136,22.0
35131,16.0
35130,43.0
35129,38.0
35132,10.0
35190,5.0
35183,22.0
35184,5.0
35185,5.0
35186,63.0
35187,1.372
35188,1.216
35189,7.259
35191,24.613
35182,14.0
35193,47.598
35194,37.0
35195,33.0
35196,9.0
35197,2.101
35198,5.0
35199,7.291
35200,13.51
35201,49.0
35192,11.096
35181,18.0
35164,5.019
35179,6.0
35180,40.0
35160,12.782
35161,1.878
35162,10.604
35163,2.722
35166,28.145
35167,3.537
35168,3.177
35169,22.054
35165,5.252
35171,13.01
35170,42.0
35177,9.0
35176,15.0
35175,19.0
35178,9.0
35173,38.0
35172,78.0
35174,21.0
35226,6.0
35234,2.0
35227,9.0
35228,3.0
35229,35.0
35230,1.122
35231,1.224
35232,4.407
35233,4.767
35235,9.766
35245,8.257
35237,11.268
35238,23.114
35239,40.0
35240,53.0
35241,6.0
35242,3.546
35243,3.0
35244,6.271
35246,60.0
35236,5.582
35224,12.0
35225,15.0
35222,27.0
35223,13.0
35202,14.147
35203,12.527
35204,2.127
35205,0.985
35206,1.326
35208,32.21
35209,2.9560000000000004
35210,2.598
35211,10.576
35207,1.815
35213,14.286999999999999
35214,53.0
35215,49.0
35216,31.0
35217,16.0
35218,14.0
35219,5.0
35220,5.0
35212,3.0
35221,6.0
35279,2.827
35278,0.611
35277,0.613
35276,4.0
35272,10.0
35274,4.0
35273,1.0
35280,4.316
35275,1.0
35281,3.0
35292,6.61
35283,3.66
35284,0.281
35285,11.778
35286,17.0
35287,19.0
35288,4.0
35289,0.636
35290,6.0
35291,0.503
35293,25.0
35282,6.718
35271,8.0
35268,5.0
35269,18.0
35270,2.0
35248,1.403
35249,5.237
35250,1.349
35251,2.751
35252,7.085
35253,18.982
35254,16.044
35255,14.0
35256,2.6020000000000003
35247,4.289000000000001
35258,10.318
35257,0.186
35266,5.0
35265,12.0
35264,9.0
35267,2.0
35262,32.0
35261,41.0
35260,4.589
35259,14.0
35263,10.0
35322,3.0
35315,14.0
35316,3.0
35317,3.0
35318,3.0
35319,0.212
35320,3.805
35321,0.423
35323,6.1450000000000005
35328,3.0
35325,20.461
35326,21.0
35327,19.0
35329,0.824
35330,5.0
35331,6.958
35332,5.707
35333,18.0
35324,0.9450000000000001
35314,3.0
35312,22.0
35311,1.0
35313,1.0
35294,5.002
35295,2.352
35296,8.541
35297,0.459
35299,4.749
35300,8.928
35301,15.283999999999999
35298,0.33
35303,10.558
35304,13.0
35305,5.651
35306,50.0
35307,22.0
35308,1.0
35309,5.0
35302,1.0
35310,6.0
35363,2.0
35362,8.177
35361,1.076
35357,2.0
35359,5.0
35358,2.0
35364,7.613
35360,0.891
35365,3.598
35375,19.0
35367,17.959
35368,22.0
35369,20.0
35370,8.0
35371,0.152
35372,2.0
35373,5.343
35374,2.601
35356,15.0
35366,3.941
35355,5.0
35336,1.5110000000000001
35353,20.0
35334,2.772
35335,3.132
35354,8.0
35337,5.7669999999999995
35338,1.668
35340,44.298
35341,0.732
35342,2.686
35343,13.841
35339,14.666
35345,2.31
35346,38.0
35347,17.0
35348,5.0
35349,7.0
35350,2.0
35351,6.0
35352,6.0
35344,13.0
35409,3.0
35408,4.67
35407,5.372
35406,0.591
35402,12.0
35404,6.0
35403,5.0
35410,3.799
35405,0.195
35411,2.754
35421,0.873
35413,23.046
35414,22.0
35415,35.0
35416,1.0
35417,17.0
35418,0.6970000000000001
35419,3.0
35420,3.253
35401,6.0
35422,21.0
35412,3.919
35400,8.0
35399,6.0
35398,4.0
35376,0.609
35378,1.283
35379,4.717
35380,0.271
35381,1.288
35382,8.831
35383,25.74
35384,3.562
35385,2.323
35386,5.36
35377,5.91
35388,10.0
35389,1.05
35390,40.0
35391,18.0
35392,8.0
35393,17.0
35394,3.0
35395,1.0
35396,3.0
35397,12.0
35387,8.885
35453,1.062
35452,0.768
35451,0.66
35447,13.0
35449,6.0
35448,8.0
35454,1.318
35450,24.0
35455,4.0
35461,28.0
35457,2.01
35458,3.523
35459,36.319
35460,24.0
35462,1.395
35463,4.71
35464,7.552
35465,22.0
35446,9.0
35456,8.8
35445,7.0
35442,5.0
35443,4.0
35423,6.441
35424,1.849
35425,6.996
35426,0.737
35427,12.3
35428,17.011
35429,43.812
35430,5.626
35431,2.395
35432,2.249
35444,27.0
35434,1.768
35435,15.654
35436,18.0
35437,3.99
35438,33.0
35439,31.0
35440,10.0
35441,9.0
35433,14.09
35496,26.0
35495,5.0
35494,22.0
35490,6.0
35492,13.0
35491,8.0
35497,0.541
35489,47.0
35493,2.0
35498,13.099
35502,40.122
35500,16.397000000000002
35501,10.264
35503,33.0
35504,40.0
35505,3.969
35506,4.0
35507,2.752
35488,13.0
35509,58.0
35499,9.0
35508,15.808
35487,14.0
35485,21.0
35486,7.0
35466,1.806
35467,10.227
35468,2.945
35469,1.158
35470,5.202
35472,5.647
35473,36.677
35474,65.979
35471,2.19
35476,2.576
35475,8.34
35483,26.0
35482,90.0
35481,10.417
35484,6.0
35479,34.864
35478,2.118
35477,12.301
35480,34.0
35538,4.878
35549,41.0
35532,2.0
35533,7.0
35534,36.0
35535,1.1680000000000001
35536,2.517
35537,4.05
35539,10.0
35531,35.0
35541,3.687
35542,37.85
35543,26.0
35544,21.0
35545,0.8240000000000001
35546,6.0
35547,4.2860000000000005
35548,10.857
35540,13.811
35530,5.0
35527,5.0
35528,48.0
35510,2.394
35511,9.068999999999999
35512,6.697
35513,0.504
35514,20.493
35515,24.019
35516,51.447
35517,4.646
35529,7.0
35519,29.409
35520,21.0
35521,13.209
35522,79.0
35523,25.0
35524,7.0
35525,16.0
35526,12.0
35518,12.674
35578,11.0
35577,6.331
35573,4.0
35575,0.273
35574,26.0
35579,23.562
35576,1.829
35580,18.674
35585,6.0
35582,41.468
35583,18.0
35584,25.0
35586,2.481
35587,7.699
35588,12.25
35589,42.0
35572,5.0
35581,2.3569999999999998
35571,10.0
35570,5.0
35555,17.693
35569,4.0
35550,0.966
35551,9.849
35552,0.524
35553,2.21
35554,16.001
35556,45.391
35557,3.106
35559,26.740000000000002
35558,2.467
35561,5.145
35562,44.0
35563,31.0
35564,34.0
35565,7.0
35566,15.0
35567,10.0
35568,19.0
35560,40.0
35617,1.263
35619,3.644
35618,14.399000000000001
35616,19.0
35612,8.0
35632,58.0
35613,6.0
35620,19.0
35615,2.0
35621,47.793
35631,13.257
35623,3.06
35624,2.8160000000000003
35625,19.576
35626,20.0
35627,21.0
35628,9.0
35629,1.2269999999999999
35630,7.579
35622,25.647000000000002
35611,8.0
35614,10.0
35609,8.0
35590,0.819
35591,11.035
35592,4.153
35593,1.311
35594,1.008
35595,17.779
35596,30.293
35597,58.761
35598,15.0
35610,5.0
35600,0.655
35601,39.609
35602,35.0
35603,6.678
35604,64.0
35605,30.0
35606,45.0
35607,9.0
35608,9.0
35599,3.562
35663,21.638
35662,0.314
35661,27.0
35657,15.0
35659,7.0
35658,12.0
35664,12.0
35660,11.0
35665,44.52
35670,24.0
35667,1.873
35668,9.98
35669,0.852
35671,29.0
35672,8.0
35673,4.145
35674,3.466
35675,30.139
35656,1.0
35666,9.319
35676,32.0
35655,53.0
35653,4.0
35654,3.0
35633,6.027
35634,11.413
35635,0.787
35636,1.725
35637,39.917
35639,3.0
35640,3.5100000000000002
35641,0.134
35642,0.442
35638,66.955
35644,27.128
35643,15.995
35651,10.0
35650,7.0
35649,65.0
35652,10.0
35647,61.0
35646,12.789
35645,48.0
35648,28.0
35710,19.984
35702,2.0
35703,7.0
35704,52.0
35705,1.825
35706,1.061
35707,35.755
35708,3.9170000000000003
35709,9.0
35711,4.03
35701,36.0
35713,34.946
35714,32.0
35715,24.0
35716,2.0
35717,6.0
35718,4.507
35719,7.899
35720,15.639000000000001
35721,95.0
35712,7.482
35699,9.0
35700,5.0
35677,2.793
35698,52.0
35678,8.484
35679,4.2780000000000005
35680,2.907
35681,1.315
35682,36.642
35684,0.418
35685,5.0
35686,7.6290000000000004
35687,5.0
35683,78.541
35689,42.0
35690,29.085
35691,89.0
35692,45.0
35693,33.0
35694,8.0
35695,31.0
35696,16.0
35688,28.284
35697,8.0
35752,41.085
35751,50.132
35750,9.0
35746,0.626
35748,12.647
35747,0.971
35753,2.2520000000000002
35749,4.328
35754,7.914
35741,6.0
35756,36.0
35757,54.0
35758,2.0
35759,5.0
35760,2.606
35761,13.597999999999999
35762,8.107
35763,98.0
35745,44.0
35755,42.262
35744,5.0
35736,72.0
35742,6.0
35722,8.841
35723,5.433
35724,17.352
35725,45.141
35726,58.376
35727,1.0
35743,3.0
35729,2.0
35730,1.0
35731,51.773
35728,2.979
35733,14.28
35734,105.0
35735,39.0
35737,7.0
35738,25.0
35739,10.0
35740,36.0
35732,34.0
35792,18.287
35791,24.461
35790,7.0
35786,20.0
35788,3.533
35787,0.44399999999999995
35793,2.579
35789,2.452
35794,5.2540000000000004
35781,6.0
35796,39.0
35797,43.0
35798,4.0
35799,3.562
35800,9.312
35801,10.439
35802,75.0
35785,12.0
35795,13.616
35784,9.0
35775,7.098
35782,3.0
35783,25.0
35765,5.334
35766,5.807
35767,0.6779999999999999
35768,12.728
35769,24.198
35771,1.288
35772,7.627
35770,56.144
35774,14.0
35776,69.0
35777,56.0
35778,33.0
35779,11.0
35780,22.0
35764,6.3
35773,33.623
35826,29.0
35832,33.852000000000004
35827,0.653
35828,1.4649999999999999
35829,1.847
35830,5.094
35831,3.0
35833,10.938
35842,8.624
35835,14.774000000000001
35836,26.257
35837,24.0
35838,51.0
35839,2.0
35840,1.0819999999999999
35841,3.559
35825,5.0
35843,74.0
35834,1.017
35824,3.0
35818,10.0
35822,7.0
35803,1.827
35804,14.197
35805,1.88
35806,14.909
35807,26.801
35823,14.0
35809,1.7930000000000001
35810,9.196
35811,30.766
35808,43.826
35813,12.768
35814,89.0
35815,33.0
35816,31.0
35817,9.0
35819,8.0
35820,17.0
35821,4.0
35812,14.0
35870,1.912
35869,0.8
35865,19.0
35871,5.0
35867,16.0
35866,3.0
35868,0.324
35872,28.707
35879,0.708
35875,5.744
35876,22.896
35877,23.0
35878,45.0
35880,4.339
35881,6.713
35882,59.0
35864,4.0
35874,1.129
35863,23.0
35873,9.519
35861,29.0
35845,3.1710000000000003
35846,9.444
35847,0.465
35848,13.542
35849,24.15
35850,28.495
35851,10.956
35852,29.905
35844,4.433
35853,14.0
35854,4.662
35855,53.0
35856,46.0
35857,34.0
35858,9.0
35859,13.0
35860,9.0
35862,4.0
35909,6.0
35908,1.838
35904,5.0
35906,0.962
35905,30.0
35910,8.292
35907,0.966
35911,5.182
35916,7.0
35913,13.606
35914,39.0
35915,30.0
35917,1.375
35918,1.944
35919,4.9
35920,62.0
35903,1.0
35912,6.997
35902,5.0
35901,18.0
35900,1.0
35883,5.001
35884,8.333
35885,7.6080000000000005
35886,16.054000000000002
35887,39.652
35889,6.0
35890,20.123
35891,10.0
35888,8.279
35893,56.0
35894,32.0
35895,34.0
35896,11.0
35897,1.0
35898,4.0
35899,23.0
35892,2.772
35948,9.0
35942,7.0
35943,28.0
35944,1.343
35945,0.879
35946,12.198
35947,1.73
35949,14.423
35958,9.397
35951,0.575
35952,14.05
35953,33.0
35954,28.0
35959,51.0
35956,2.653
35957,2.1959999999999997
35941,8.0
35950,2.922
35940,20.0
35955,2.0
35938,7.0
35939,7.0
35921,3.04
35922,6.726
35923,15.259
35924,24.28
35926,3.0
35927,21.442
35928,11.0
35925,3.932
35930,53.0
35931,26.0
35932,33.0
35933,13.0
35934,9.0
35935,1.0
35936,8.0
35929,4.872
35937,14.0
35986,8.0
35985,4.582
35981,3.0
35983,0.688
35982,16.0
35987,11.262
35984,3.687
35988,1.666
35998,39.0
35990,14.358
35991,16.0
35992,32.0
35993,8.0
35995,4.062
35996,1.0
35997,4.313000000000001
35980,5.0
35989,2.615
35979,3.0
35994,0.683
35977,19.0
35978,4.0
35960,1.7429999999999999
35961,6.042
35962,2.098
35963,6.744
35965,41.194
35966,7.6129999999999995
35967,20.474
35964,16.247
35969,5.229
35970,32.0
35971,15.0
35972,13.0
35973,3.0
35974,1.0
35975,9.0
35968,12.0
35976,5.0
36026,2.476
36025,4.662
36024,0.5700000000000001
36021,3.0
36022,1.0
36027,1.0
36023,10.0
36028,5.899
36037,3.105
36030,5.186
36031,5.088
36032,19.0
36033,10.0
36034,0.494
36035,4.1
36036,0.546
36020,4.0
36038,37.0
36029,0.643
36019,3.0
36013,14.0
36017,6.0
35999,1.26
36000,0.327
36001,2.367
36002,1.15
36018,13.0
36004,6.507
36005,0.47
36006,2.689
36003,1.7309999999999999
36008,17.198
36009,6.0
36010,0.651
36011,52.0
36012,13.0
36014,5.0
36015,4.0
36016,4.0
36007,3.0
36070,0.347
36069,6.532
36068,9.084
36071,24.072
36066,8.0
36065,13.043
36064,1.147
36067,14.93
36072,42.0
36063,0.344
36074,1.0
36075,2.486
36076,6.086
36077,9.212
36078,6.411
36079,6.0
36080,5.001
36081,141.0
36062,51.0
36073,33.0
36061,10.0
36057,1.0
36059,13.0
36040,17.173
36041,11.686
36042,2.55
36043,36.893
36044,73.712
36045,10.0
36046,52.121
36047,22.0
36048,6.264
36039,6.9510000000000005
36050,53.0
36051,52.0
36052,11.0
36053,14.0
36054,18.0
36055,6.0
36056,52.0
36060,24.0
36058,7.0
36049,95.0
36111,8.534
36110,32.149
36109,13.0
36105,4.0
36107,0.586
36106,37.0
36112,13.35
36108,7.908
36113,29.544
36118,1.191
36115,26.0
36116,10.0
36117,3.319
36119,0.993
36120,0.862
36121,25.0
36122,5.269
36123,121.0
36104,17.0
36114,36.0
36103,2.0
36101,6.0
36082,7.266
36102,4.0
36083,7.559
36084,2.55
36085,14.462
36086,33.196
36087,73.142
36089,2.0
36090,50.004
36091,12.0
36088,5.553
36093,111.0
36092,9.496
36099,8.0
36098,12.0
36097,8.0
36100,38.0
36095,54.0
36094,51.0
36096,4.0
36151,10.253
36145,17.0
36146,31.0
36147,0.191
36148,0.298
36149,2.18
36150,2.0
36152,3.9859999999999998
36144,3.0
36154,19.247
36155,22.0
36156,41.0
36157,5.0
36158,1.8299999999999998
36160,7.0
36161,8.358
36162,46.0
36153,10.169
36143,5.0
36159,0.374
36141,21.0
36142,3.0
36125,7.793
36126,5.7620000000000005
36127,13.368
36128,16.014
36129,24.435
36130,3.129
36131,30.343
36124,2.016
36133,5.393000000000001
36134,53.0
36135,32.0
36136,35.0
36137,9.0
36138,14.0
36139,17.0
36132,12.0
36140,3.0
36190,1.312
36189,1.189
36186,10.0
36187,23.0
36191,5.0
36185,4.0
36188,25.0
36192,11.568
36197,59.0
36194,9.177
36195,34.727
36196,16.0
36198,12.0
36199,1.351
36201,7.754
36184,3.0
36202,77.0
36193,12.23
36183,43.0
36200,9.0
36181,13.0
36164,6.744
36165,6.786
36166,0.401
36167,22.133
36168,21.432
36169,30.71
36170,10.72
36171,3.0
36163,4.627
36173,9.0
36172,43.044
36180,1.0
36179,9.0
36178,11.0
36182,9.0
36176,35.0
36175,62.0
36174,3.916
36177,22.0
36222,9.0
36223,5.0
36224,14.0
36225,15.0
36226,0.768
36227,1.0
36228,1.0859999999999999
36230,7.25
36231,9.0
36232,21.0
36234,2.0
36235,2.0
36236,7.014
36237,56.0
36221,2.0
36229,11.353
36233,38.0
36220,31.0
36218,8.0
36219,4.0
36203,16.012
36204,13.004
36205,13.856
36207,28.515
36208,3.153
36209,8.092
36206,25.813
36211,30.364
36212,10.0
36213,17.097
36214,50.0
36215,25.0
36216,8.0
36210,8.0
36217,11.0
36267,3.6830000000000003
36266,13.186
36265,13.435
36262,19.0
36263,0.177
36261,6.0
36268,10.394
36264,2.0
36269,3.0
36277,0.477
36271,39.0
36272,4.0
36273,1.135
36274,1.952
36275,6.0
36276,1.561
36278,38.0
36260,18.0
36270,24.0
36259,8.0
36238,3.033
36257,6.0
36258,3.0
36239,7.929
36240,4.7010000000000005
36241,12.358
36243,32.368
36244,0.259
36245,21.635
36246,20.0
36247,7.021
36242,19.969
36249,33.0
36250,25.0
36251,7.0
36252,13.0
36253,1.0
36254,13.0
36255,4.0
36256,28.0
36248,49.0
36314,3.465
36313,28.164
36312,59.696
36311,8.0
36306,12.0
36309,0.281
36308,79.0
36307,9.0
36315,0.402
36310,6.536
36316,41.718
36326,3.609
36318,35.0
36319,50.0
36320,1.0
36321,11.0
36322,12.32
36323,7.341
36324,8.865
36325,17.0
36305,36.0
36327,165.0
36317,16.0
36304,12.0
36303,6.0
36302,8.0
36279,0.576
36280,6.783
36282,8.485
36283,38.084
36284,59.342
36285,53.495
36286,51.532
36287,0.379
36288,5.805
36289,12.0
36290,161.795
36281,0.679
36292,3.7880000000000003
36291,39.0
36301,61.0
36299,8.0
36298,1.0
36300,4.0
36296,20.0
36295,45.0
36294,164.0
36293,127.0
36297,20.0
36350,7.0
36357,4.01
36351,2.0
36352,46.0
36353,0.219
36354,0.176
36355,8.0
36356,30.556
36367,70.0
36362,50.0
36359,32.772
36360,5.0
36361,10.0
36363,9.0
36364,7.099
36365,12.256
36366,5.0
36349,7.0
36358,3.654
36348,5.0
36337,19.0
36346,5.0
36347,51.0
36328,1.702
36329,12.856
36330,7.952
36331,41.994
36333,58.571
36334,4.527
36335,2.0
36332,23.724
36338,16.442
36339,44.0
36340,43.0
36341,21.0
36342,13.0
36343,20.0
36344,4.0
36336,27.689
36345,23.0
36395,13.649000000000001
36394,3.0
36393,0.993
36390,1.0
36391,3.0
36396,3.0949999999999998
36392,27.0
36397,18.483999999999998
36406,84.0
36399,7.0
36400,49.0
36401,3.0
36402,1.896
36403,0.582
36404,6.381
36405,7.0
36389,1.0
36398,11.0
36388,7.0
36382,15.0
36386,7.0
36368,13.336
36369,14.581
36370,16.086
36371,20.46
36387,10.0
36373,3.477
36374,6.0
36375,43.545
36372,46.265
36377,16.467
36378,49.0
36379,18.0
36380,32.0
36381,8.0
36383,15.0
36384,4.0
36385,47.0
36376,15.0
36436,11.359
36435,12.197
36434,3.0
36437,5.497
36432,18.0
36431,5.0
36430,5.0
36433,2.213
36438,15.964
36429,1.0
36440,30.0
36441,35.0
36442,2.0
36443,1.319
36444,1.816
36445,2.774
36446,2.0
36447,52.0
36439,2.0
36428,1.0
36426,6.0
36407,9.193
36427,4.0
36408,3.223
36409,7.553
36410,14.405000000000001
36411,30.023
36413,5.0
36414,13.026
36415,5.0
36416,7.427
36412,2.56
36418,24.0
36419,11.0
36420,7.0
36421,7.0
36422,2.0
36423,1.0
36424,20.0
36417,36.0
36425,4.0
36477,2.949
36476,7.0
36475,22.121
36471,2.0
36473,2.2079999999999997
36472,31.0
36478,19.131
36474,1.0
36479,9.0
36468,4.0
36481,38.0
36482,2.0
36483,1.409
36484,4.738
36485,4.1530000000000005
36486,2.0
36487,51.0
36470,3.0
36480,17.0
36469,20.0
36462,9.0
36467,3.0
36448,2.1550000000000002
36449,4.446
36450,4.156
36451,11.51
36452,17.375
36453,22.773
36455,3.0
36456,17.751
36457,12.0
36454,4.688
36459,36.0
36458,7.096
36465,38.0
36464,4.0
36463,8.0
36466,9.0
36461,23.0
36460,29.0
36512,1.0
36513,4.0
36514,23.0
36515,1.11
36516,1.22
36517,3.0
36518,18.459
36519,5.491
